en,nl,description,file,hash
"Cookie — Consent log","Cookie — Toestemmingslogboek",,site/modules/Cookie/ProcessCookie.module.php,0c810e10981cf24f2e4022ccf9eb6b58
"Cookie — Design Studio","Cookie — Ontwerpstudio",,site/modules/Cookie/ProcessCookie.module.php,09d460c450adcedd073fb0cc26c5bc9f
"Cookie — Import / Export settings","Cookie — Instellingen importeren/exporteren",,site/modules/Cookie/ProcessCookie.module.php,27fdb0e69d1fc39a4859ca2d365093a0
"Cookie — Policy generator","Cookie — Beleidsgenerator",,site/modules/Cookie/ProcessCookie.module.php,52539b50c4a47a035db061182e93fbdd
"Cookie — Statistics","Cookie — Statistieken",,site/modules/Cookie/ProcessCookie.module.php,bc5e196e9cc77386d69f4496ecce2fb8
"Copied to clipboard.","Gekopieerd naar klembord.",,site/modules/Cookie/ProcessCookie.module.php,e94f1e641d683543af6f76c6ced34e8a
Copied.,Gekopieerd.,,site/modules/Cookie/ProcessCookie.module.php,c9324191c2eee30ac122a07ab5aa4076
"Copy HTML","HTML kopiëren",,site/modules/Cookie/ProcessCookie.module.php,0fa4686b138146a4fcbdde09fdefd5b0
"Copy this JSON or download it, then import it on another site. Texts, categories, behavior, integrations, geo and design are included; the IP-hash salt and consent log are not.","Kopieer deze JSON of download hem, en importeer hem vervolgens op een andere site. Teksten, categorieën, gedrag, integraties, geo en ontwerp zijn inbegrepen; de IP-hash-salt en het toestemmingslogboek niet.",,site/modules/Cookie/ProcessCookie.module.php,a133d18afb83ef1d1f083bc3ed854619
"Corner radius",Hoekradius,,site/modules/Cookie/ProcessCookie.module.php,158b3b19e8682e63add0e0434ee743a3
Custom,Aangepast,,site/modules/Cookie/ProcessCookie.module.php,90589c47f06eb971d548591f23c285af
"Custom choice","Aangepaste keuze",,site/modules/Cookie/ProcessCookie.module.php,40cf8ab2def23f7a5ed12cdfb477e869
"Custom font-family","Aangepast lettertype",,site/modules/Cookie/ProcessCookie.module.php,14b61aeed2995b8d908939e8d5687dad
Custom…,Aangepast…,,site/modules/Cookie/ProcessCookie.module.php,4b7ed787fdebf15c371961a643be9d11
"Daily consent volume","Dagelijks toestemmingsvolume",,site/modules/Cookie/ProcessCookie.module.php,de34f61eceecc964d52c6fe733c1c8c8
"Daily volume (last %d days)","Dagelijks volume (laatste %d dagen)",,site/modules/Cookie/ProcessCookie.module.php,7e7ff56361ef7fbf1a403d4fb64bd01d
Dark,Donker,,site/modules/Cookie/ProcessCookie.module.php,a18366b217ebf811ad1886e4f4f865b2
Date,Datum,,site/modules/Cookie/ProcessCookie.module.php,44749712dbec183e983dcd78a7736c41
Desktop,Desktop,,site/modules/Cookie/ProcessCookie.module.php,2310408a63388fe57e3a4177168a8798
"Dim page behind the banner","Pagina achter de banner verdonkeren",,site/modules/Cookie/ProcessCookie.module.php,19517d7134160977dd435ce39e137e31
"Download .html",".html downloaden",,site/modules/Cookie/ProcessCookie.module.php,d700e49b6060dd545bfa0476edca3720
"Download settings.json","settings.json downloaden",,site/modules/Cookie/ProcessCookie.module.php,d8cd0f9e0d02b0f725f5a4635fced5e9
"Each swatch previews three colors, left to right: primary button, background, secondary button.","Elk staaltje toont drie kleuren, van links naar rechts: primaire knop, achtergrond, secundaire knop.",,site/modules/Cookie/ProcessCookie.module.php,687716997dac3aae4ff137ec064ab405
"Enable dark theme (prefers-color-scheme: dark)","Donker thema inschakelen (prefers-color-scheme: dark)",,site/modules/Cookie/ProcessCookie.module.php,1809b4dcfe9af45fce545a5d3a8774f0
Export,Exporteren,,site/modules/Cookie/ProcessCookie.module.php,0095a9fa74d1713e43e370a7d7846224
"Export CSV","CSV exporteren",,site/modules/Cookie/ProcessCookie.module.php,c04f1e4841a6af78088d6ccf6f3a8a76
"Font family",Lettertype,,site/modules/Cookie/ProcessCookie.module.php,4c0ff9700cc0ef77c92b2627bdcd1fb8
Frame,Kader,,site/modules/Cookie/ProcessCookie.module.php,3bb3e8c8a24891ba0f7608bcc96f8b0a
ID,ID,,site/modules/Cookie/ProcessCookie.module.php,b718adec73e04ce3ec720dd11a06a308
"IP (hashed)","IP (gehasht)",,site/modules/Cookie/ProcessCookie.module.php,ed4f457da638bde3ca762927ed248683
Icon,Pictogram,,site/modules/Cookie/ProcessCookie.module.php,817434295a673aed431435658b65d9a7
"Icon color",Pictogramkleur,,site/modules/Cookie/ProcessCookie.module.php,534b7c706186028f1b4f51344bbca176
Import,Importeren,,site/modules/Cookie/ProcessCookie.module.php,72d6d7a1885885bb55a565fd1070581a
"Import settings","Instellingen importeren",,site/modules/Cookie/ProcessCookie.module.php,6005f32a6b0b2eff40beaf1834123d4d
"Imported %1$d settings (%2$d ignored).","%1$d instellingen geïmporteerd (%2$d genegeerd).",,site/modules/Cookie/ProcessCookie.module.php,f6ac66b09e72906ef2453a8834c73470
"Importing overwrites the current settings. Consider exporting a backup first.","Importeren overschrijft de huidige instellingen. Overweeg eerst een back-up te exporteren.",,site/modules/Cookie/ProcessCookie.module.php,18834916829a38f3163b19d32ce564e1
"Inherit from site","Overnemen van site",,site/modules/Cookie/ProcessCookie.module.php,dae47d40a59dc1bb51bd24a025ec08af
"Invalid JSON.","Ongeldige JSON.",,site/modules/Cookie/ProcessCookie.module.php,1ad5711558f857533fed41f1fd1dd681
Layout,Lay-out,,site/modules/Cookie/ProcessCookie.module.php,ebd9bec4d70abc789d439c1f136b0538
Links,Links,,site/modules/Cookie/ProcessCookie.module.php,bd908db5ccb07777ced8023dffc802f4
"Max width","Maximale breedte",,site/modules/Cookie/ProcessCookie.module.php,477964da3b7a710156efc82fc4bc72e2
Mobile,Mobiel,,site/modules/Cookie/ProcessCookie.module.php,87d17f4624a514e81dc7c8e016a7405c
Modal,Modaal,,site/modules/Cookie/ProcessCookie.module.php,c59d6df802c32f037c2a15ff75faec17
Monospace,Monospace,,site/modules/Cookie/ProcessCookie.module.php,a3fd27e2bbcda0c7be0037ee70829384
Newer,Nieuwer,,site/modules/Cookie/ProcessCookie.module.php,236c7642a79eeb1b4154eb4712bd4068
"No consent records in the selected period yet. Statistics will appear once visitors start making choices.","Nog geen toestemmingsregistraties in de geselecteerde periode. Statistieken verschijnen zodra bezoekers keuzes maken.",,site/modules/Cookie/ProcessCookie.module.php,13714d36d70292e9e67c43f8d5601eb3
"No background (icon only)","Geen achtergrond (alleen pictogram)",,site/modules/Cookie/ProcessCookie.module.php,50439895ce2d5960bc1b29c976ec099e
None,Geen,,site/modules/Cookie/ProcessCookie.module.php,6adf97f83acf6453d4a6a4b1070f3754
"Nothing to import — choose a file or paste JSON.","Niets om te importeren — kies een bestand of plak JSON.",,site/modules/Cookie/ProcessCookie.module.php,2ef00be329855f27b740af6bcebf1445
"Offset X","Verschuiving X",,site/modules/Cookie/ProcessCookie.module.php,85702e5968e1616bd5c577cf306b9806
"Offset Y","Verschuiving Y",,site/modules/Cookie/ProcessCookie.module.php,73411f5996beaef37222d8cac0b89b71
Older,Ouder,,site/modules/Cookie/ProcessCookie.module.php,625fd29749d91880963143cfd589bd8f
"Only necessary","Alleen noodzakelijke",,site/modules/Cookie/ProcessCookie.module.php,1161afd7e32ff458ab47afd41eeb0ab5
Padding,Opvulling,,site/modules/Cookie/ProcessCookie.module.php,a10443964156b9e87c95e74c8f9baf15
"Page %1$d of %2$d","Pagina %1$d van %2$d",,site/modules/Cookie/ProcessCookie.module.php,3a1ed905045e5cf29efec452131f9403
Placeholder,Placeholder,,site/modules/Cookie/ProcessCookie.module.php,68753d36ec0c4d7768b20993268d68d1
Position,Positie,,site/modules/Cookie/ProcessCookie.module.php,52f5e0bc3859bc5f5e25130b6c7e8881
Preferences,Voorkeuren,,site/modules/Cookie/ProcessCookie.module.php,d0834fcec6337785ee749c8f5464f6f6
Presets,Voorinstellingen,,site/modules/Cookie/ProcessCookie.module.php,eb81441fe20963ff9e8e69c5b32fc625
Preview,Voorbeeld,,site/modules/Cookie/ProcessCookie.module.php,31fde7b05ac8952dacf4af8a704074ec
"Primary button","Primaire knop",,site/modules/Cookie/ProcessCookie.module.php,7c81d84b14ee6209a9afa0f4a06cff54
"Primary text","Primaire tekst",,site/modules/Cookie/ProcessCookie.module.php,9357eb899e4060dd46a48207b967a0e8
"Reset to defaults","Terugzetten naar standaard",,site/modules/Cookie/ProcessCookie.module.php,21e2bb42873eddcb9b476b8eafbe0c18
Round,Rond,,site/modules/Cookie/ProcessCookie.module.php,b7f41fc1412ad2ee75e9b2635d3b9d5c
Rounded,Afgerond,,site/modules/Cookie/ProcessCookie.module.php,bef2481eda40bd121482f1814d72314f
"Same order as above: primary button, background, secondary button.","Zelfde volgorde als hierboven: primaire knop, achtergrond, secundaire knop.",,site/modules/Cookie/ProcessCookie.module.php,7dc627172c2de0d2cd31f6373b5986a3
"Save design","Ontwerp opslaan",,site/modules/Cookie/ProcessCookie.module.php,eb503511e27315827ba931d4cf89f353
"Save failed","Opslaan mislukt",,site/modules/Cookie/ProcessCookie.module.php,e32a4e5887229cc3ce7412591de16cff
Saved,Opgeslagen,,site/modules/Cookie/ProcessCookie.module.php,248336101b461380a4b2391a7625493d
Saving…,Opslaan…,,site/modules/Cookie/ProcessCookie.module.php,eedf6b8bfc83284c3294ec4b38188e8a
"Secondary button","Secundaire knop",,site/modules/Cookie/ProcessCookie.module.php,17ba88fcdd3edd04a9b30146830089ed
"Secondary text","Secundaire tekst",,site/modules/Cookie/ProcessCookie.module.php,b899cb40112ad30057069504347621cb
"Serif (Georgia)","Serif (Georgia)",,site/modules/Cookie/ProcessCookie.module.php,601e681dc352341622a2655ff2193ac7
"Settings file (.json):","Instellingenbestand (.json):",,site/modules/Cookie/ProcessCookie.module.php,f09332d0624466eead605f3b8fa8937b
Shadow,Schaduw,,site/modules/Cookie/ProcessCookie.module.php,3f39588bb19e28051d9aedfbb170025c
Shape,Vorm,,site/modules/Cookie/ProcessCookie.module.php,880c1273b27d27cfc82004c3a4b205c9
"Show icon after consent is given","Pictogram tonen na toestemming",,site/modules/Cookie/ProcessCookie.module.php,cfa1b43c92a1b2103d4c5f8bb60ab0ac
Size,Grootte,,site/modules/Cookie/ProcessCookie.module.php,6f6cb72d544962fa333e2e34ce64f719
Soft,Zacht,,site/modules/Cookie/ProcessCookie.module.php,682160fc6ad12f783f70608a9b46b9b9
Square,Vierkant,,site/modules/Cookie/ProcessCookie.module.php,ceb46ca115d05c51aa5a16a8867c3304
Strong,Sterk,,site/modules/Cookie/ProcessCookie.module.php,c43e0fd449c758dab8f891d8e19eb1a9
"System UI",Systeem-UI,,site/modules/Cookie/ProcessCookie.module.php,6d23681e30f0301f63d2c2eb2cfa9c08
Text,Tekst,,site/modules/Cookie/ProcessCookie.module.php,9dffbf69ffba8bc38bc4e01abf4b1675
"Texts & behavior","Teksten & gedrag",,site/modules/Cookie/ProcessCookie.module.php,d7af4383490aebfe35d254d8ab6544df
"This file is not a Cookie settings export.","Dit bestand is geen Cookie-instellingenexport.",,site/modules/Cookie/ProcessCookie.module.php,a695306cddd7aa02273958df3063d5b3
"This page previews the cookie policy generated from your categories and services. Output it in a template, or copy the HTML into a page.","Deze pagina toont een voorbeeld van het cookiebeleid dat is gegenereerd op basis van je categorieën en diensten. Geef het weer in een template, of kopieer de HTML naar een pagina.",,site/modules/Cookie/ProcessCookie.module.php,ae71f2c15fdcb289e6c8093b0b06eb6f
"Title size",Titelgrootte,,site/modules/Cookie/ProcessCookie.module.php,fc1ef35879db8fdc9c114e0aa0200bef
"Toggle dark preview","Donkere voorbeeldweergave omschakelen",,site/modules/Cookie/ProcessCookie.module.php,9494acd2cf771a112ed911c18313b5e0
"Toggles / accent","Schakelaars / accent",,site/modules/Cookie/ProcessCookie.module.php,45d6d3314ba50f4928af70105c564255
Top,Boven,,site/modules/Cookie/ProcessCookie.module.php,a4ffdcf0dc1f31b9acaf295d75b51d00
"Total decisions","Totaal aantal keuzes",,site/modules/Cookie/ProcessCookie.module.php,9c5eb808516b13c12cac20a87f9b73ea
"Unsaved changes","Niet-opgeslagen wijzigingen",,site/modules/Cookie/ProcessCookie.module.php,c227ad77f168e7fd3e21583b324eddf4
"User agent","User agent",,site/modules/Cookie/ProcessCookie.module.php,881e9a305ce80960413ab7f227ef879e
Version,Versie,,site/modules/Cookie/ProcessCookie.module.php,34b6cd75171affba6957e308dcbd92be
"View raw log","Ruwe log bekijken",,site/modules/Cookie/ProcessCookie.module.php,cdb8be81a03e65078648edda740cc38e
"last %d days","laatste %d dagen",,site/modules/Cookie/ProcessCookie.module.php,83002a2dfb6b5c9a35104114610d2810
"module settings",module-instellingen,,site/modules/Cookie/ProcessCookie.module.php,6d8fba3e59db49101141459569cce6d6
visitors,bezoekers,,site/modules/Cookie/ProcessCookie.module.php,f24d2cc05ca7eaa87d0959ea3f5ddfb2
"…or paste JSON:","…of plak JSON:",,site/modules/Cookie/ProcessCookie.module.php,566a8914c1ca070d7113418617337db8
